wave,file,sha256,status,replaced_by,verdict_note,installed_by
d1,d1/boundary/field_furrow-v1.png,f52da52c9a5ad18d7ab770700eb10ec24d78c55393128b01692403e9ed2c7ad7,confirmed,,설치됨 · 설치 확인: public/assets/boundary/field_furrow-v1.png,D1a
d1,d1/boundary/forest_fringe_a-v1.png,6393ecd9131b4b77a671d462a4b531f86294c70bd2e08f1bca3e8bb6a5b6eac1,confirmed,,설치됨 · 설치 확인: public/assets/boundary/forest_fringe_a-v1.png,D1a
d1,d1/boundary/forest_fringe_b-v1.png,b40ddd959a4db9d698429422a7788af92f3d2a6723667e47efaa24b717c4b465,confirmed,,설치됨 · 설치 확인: public/assets/boundary/forest_fringe_b-v1.png,D1a
d1,d1/boundary/grass_edge-v1.png,0e4041fc88707cca46243b004af70d5e5c62364ccf30a38c93aa99f31369e5ae,confirmed,,설치됨 · 설치 확인: public/assets/boundary/grass_edge-v1.png,D1a
d1,d1/road/earth_strip-v1.png,63ad1612eabc38c52a522d20bc6cb72504337f91eab51ac42b937812639b732f,confirmed,,설치됨 · 설치 확인: public/assets/road/earth_strip-v1.png,D1a
d1b,d1b/assets-20260924/proofs/checks/01-stone-repeat-transition.png,e6ca1cc08e49477e261e8cc5dc6052777371baf1c630f15ae6daf27f0c3955a7,candidate,,판정 기록 없음 — 본선 public/assets에서 같은 바이트 미발견,
d1b,d1b/assets-20260924/proofs/checks/02-forest-sequence.png,c61c15aa2832b42d0fae2ceb0748b1c8630cee6f27fe65c4d56dd7cb6dcb8d31,candidate,,판정 기록 없음 — 본선 public/assets에서 같은 바이트 미발견,
d1b,d1b/boundary/forest_fringe_c-v1.png,a36884d9fec0176f8e5177d2c8412393395c31a734c6c76ee43317c0620ba6fb,confirmed,,설치됨 · 설치 확인: public/assets/boundary/forest_fringe_c-v1.png,D1a
d1b,d1b/road/stone_strip-v1.png,dff9499a42112e79900cb009dbf49894cf0e6f687e178a9a3ab2d3322290a83d,confirmed,,설치됨 · 설치 확인: public/assets/road/stone_strip-v1.png,D1a
derived-templates,derived-templates/actor_child_template_f-v1.png,7261328d417fa7b614575190cac8ad11241aeeb65a216e9c16ef3f97a6deec81,confirmed,,"스크립트 파생 참조 템플릿(Astra 산출물 아님, 설치 안 함)",
derived-templates,derived-templates/actor_child_template_m-v1.png,650c7b66d5284ed76f416f6195aecfc515f7a138b3f549d2c0b9282109363cc8,confirmed,,"스크립트 파생 참조 템플릿(Astra 산출물 아님, 설치 안 함)",
derived-templates,derived-templates/actor_elder_template_f-v1.png,6a38760f141748164e992eec208c015ecd2dd5b91bd0c972504c109a5af9e3b9,confirmed,,"스크립트 파생 참조 템플릿(Astra 산출물 아님, 설치 안 함)",
derived-templates,derived-templates/actor_elder_template_m-v1.png,7221d225988a2c5feca5fa19fcc2940182029d418849f6623e98cfdface59a2d,confirmed,,"스크립트 파생 참조 템플릿(Astra 산출물 아님, 설치 안 함)",
derived-templates,derived-templates/checks/derived-vs-adult.png,2805a061ce2f58337516740d42a5d31dac0a5b9fdd560915d3188116bdd0d2de,confirmed,,"스크립트 파생 참조 템플릿(Astra 산출물 아님, 설치 안 함)",
l1-tile,l1-tile/tile-v1/assets/house_l1_tile-v1.png,3ae4137b5fc09dae322b41fd88626cd0ab635557c371471e9feae39d0712d4a0,confirmed,,판정표에 없음 — 판정 필요 · 설치 확인: public/assets/buildings/variants-wave2/house_l1_tile-v1.png,622e588
people-pilot1,people-pilot1/candidates-v1/assets/masters/wk_pilot_P1-v1-148.png,7313ddabee73a5a15c8daf18389201c515ba57c85ce8b190edfcc3afff132ed1,rejected,,워커 보행 교대 실패(판정표),
people-pilot1,people-pilot1/candidates-v1/assets/masters/wk_pilot_P2-v1-148.png,62c8082c9164107d3de270de30c1cb1636071d400cdd2d469dee722c0a6a39a7,rejected,,워커 보행 교대 실패(판정표),
people-pilot1,people-pilot1/candidates-v1/assets/masters/wk_pilot_P3-v1-148.png,e2698c8460085f03d3c6adae4420f013f55caff714d388ba803a32b5a0bfab8e,rejected,,워커 보행 교대 실패(판정표),
people-pilot1,people-pilot1/candidates-v1/assets/masters/wk_pilot_P4-v1-148.png,93165fa91c706e269464750e568c46a20797e49867a7a3d2ecc9b7e2bcfa7571,rejected,,워커 보행 교대 실패(판정표),
people-pilot1,people-pilot1/candidates-v1/assets/masters/wk_pilot_P5-v1-148.png,ee8251d022ecc2b88ebe2438195f866157aa5546cae1920c79975c3d108081ac,rejected,,워커 보행 교대 실패(판정표),
people-pilot1,people-pilot1/candidates-v1/assets/masters/wk_pilot_P6-v1-148.png,84ab6af051776df14bab13db76f3c8f0a176b3e2cedc130898a0d0a88d34fb20,rejected,,워커 보행 교대 실패(판정표),
people-pilot1,people-pilot1/candidates-v1/assets/portraits/pt_pilot_P1-v1.png,4fe32158e0ecdb7c4855d1d554a586e112f4bf6f5dd58c08a6cd18442870eaef,confirmed,,초상 E단계 확정(판정표),
people-pilot1,people-pilot1/candidates-v1/assets/portraits/pt_pilot_P1-v1_128.png,e2155347e2a57650cbb5483c684ced91aae6cd14fbc4832c527dea4545a92baa,confirmed,,초상 E단계 확정(판정표),
people-pilot1,people-pilot1/candidates-v1/assets/portraits/pt_pilot_P1-v1_96.png,ca447ed4e84e5bdb0e625b2ab3d9c498fd446b32378077afa9e7d08a960d165e,confirmed,,초상 E단계 확정(판정표),
people-pilot1,people-pilot1/candidates-v1/assets/portraits/pt_pilot_P2-v1.png,ed135a79818c45849c1183b52171e9b1df2dd3308e74344a8d62b4cdc6e75de8,confirmed,,초상 E단계 확정(판정표),
people-pilot1,people-pilot1/candidates-v1/assets/portraits/pt_pilot_P2-v1_128.png,6e9a48398354ea3bcf5ca1efd4a54512a097cc2182d8ec928c35c3fd6a9e0144,confirmed,,초상 E단계 확정(판정표),
people-pilot1,people-pilot1/candidates-v1/assets/portraits/pt_pilot_P2-v1_96.png,2371184b891267dc8dacb9755a84c5ed7331050dbd637b553c262bbb89916a38,confirmed,,초상 E단계 확정(판정표),
people-pilot1,people-pilot1/candidates-v1/assets/portraits/pt_pilot_P3-v1.png,0746eda8ed908e17c462eb47432af741bd06940bcaedff54ba96d88c02d7fd4d,confirmed,,초상 E단계 확정(판정표),
people-pilot1,people-pilot1/candidates-v1/assets/portraits/pt_pilot_P3-v1_128.png,fb03c4e52092e9bd57f47abe02a2057ae30c1cd312e2c1b30f0e9a8bc49e1286,confirmed,,초상 E단계 확정(판정표),
people-pilot1,people-pilot1/candidates-v1/assets/portraits/pt_pilot_P3-v1_96.png,50a84892150e2ca77f947029e1ae0a6a37d505829151924ed5b1835a9bf2cff2,confirmed,,초상 E단계 확정(판정표),
people-pilot1,people-pilot1/candidates-v1/assets/portraits/pt_pilot_P4-v1.png,d54d2f383d119f85667c5b4993b7fd607e3bc3be9c8fd7bbb9a6f81848b6b2be,confirmed,,초상 E단계 확정(판정표),
people-pilot1,people-pilot1/candidates-v1/assets/portraits/pt_pilot_P4-v1_128.png,eec31850fd8e691204c8402c28332a6e49157e53560b9b12389e3a5ddfcd394d,confirmed,,초상 E단계 확정(판정표),
people-pilot1,people-pilot1/candidates-v1/assets/portraits/pt_pilot_P4-v1_96.png,dfaa08cd5e174178de3e9cb4c294e42d750d3e69d10021a5767fb37dd0f25c1b,confirmed,,초상 E단계 확정(판정표),
people-pilot1,people-pilot1/candidates-v1/assets/portraits/pt_pilot_P5-v1.png,f38fd1c9242ed411811e112d400903aac4940a7f93ee3364d6527fad9c95deac,confirmed,,초상 E단계 확정(판정표),
people-pilot1,people-pilot1/candidates-v1/assets/portraits/pt_pilot_P5-v1_128.png,9f8c97e03fd4e696ec49263a79c2d6e29c726f83e7c046448a4291e0771bf417,confirmed,,초상 E단계 확정(판정표),
people-pilot1,people-pilot1/candidates-v1/assets/portraits/pt_pilot_P5-v1_96.png,725c5d3876aaa968e8e7ffbd55f2d21e45f9599dc4c1eea7816ac83c9e6dbc80,confirmed,,초상 E단계 확정(판정표),
people-pilot1,people-pilot1/candidates-v1/assets/portraits/pt_pilot_P6-v1.png,de4de4daeb5e69207222a693498fabc2c4054b2e96e4a491415f3a0e85db00ad,confirmed,,초상 E단계 확정(판정표),
people-pilot1,people-pilot1/candidates-v1/assets/portraits/pt_pilot_P6-v1_128.png,ae72a0ad8f8e461f0a475923b9f7545b38a44443773436958e4e32930cdd945d,confirmed,,초상 E단계 확정(판정표),
people-pilot1,people-pilot1/candidates-v1/assets/portraits/pt_pilot_P6-v1_96.png,5678c192c208b8ecf1fb78bfa22f9d674bd39dee551e82d6c899468bb5957fdb,confirmed,,초상 E단계 확정(판정표),
people-pilot1,people-pilot1/candidates-v1/assets/workers/wk_pilot_P1-v1.png,88f72fb4ee3f674522e8b6a8d6957a59ad6df48dfba96bedab133c43cd9f3349,rejected,,워커 보행 교대 실패(판정표),
people-pilot1,people-pilot1/candidates-v1/assets/workers/wk_pilot_P2-v1.png,66205313a69456653719685a6bb0ac768e8e9c53d288e1d385ea581e128ab7e1,rejected,,워커 보행 교대 실패(판정표),
people-pilot1,people-pilot1/candidates-v1/assets/workers/wk_pilot_P3-v1.png,dc9e697bca5cc73bd32e6d08ea6e796bd212b361bbff4394cadbe4f4a8884ca6,rejected,,워커 보행 교대 실패(판정표),
people-pilot1,people-pilot1/candidates-v1/assets/workers/wk_pilot_P4-v1.png,14fa4edfc84bf158420768f47618f55233ac67fcc453101e65ba5d24687bc559,rejected,,워커 보행 교대 실패(판정표),
people-pilot1,people-pilot1/candidates-v1/assets/workers/wk_pilot_P5-v1.png,5118e09c3b61c66676424f14fba1ce09fb1e1cb1c4dd102a7d9a023e8ba26eff,rejected,,워커 보행 교대 실패(판정표),
people-pilot1,people-pilot1/candidates-v1/assets/workers/wk_pilot_P6-v1.png,435212021d13e82e53fee6bb5c61e7703d94dacd4e508709a302a5872d606aaa,rejected,,워커 보행 교대 실패(판정표),
people-pilot1,people-pilot1/candidates-v1/proofs/01-portraits.png,1dcf04abb4f9a60e470d75fd9bc63a721d67fb039dba1c1e873d746578471572,confirmed,,확인 그림,
people-pilot1,people-pilot1/candidates-v1/proofs/02-portrait-worker-pairs.png,dce95bd31a9796f090036ea1c6aca0637dd9f2cb8b8d75930d6a099abe05b96f,confirmed,,확인 그림,
people-pilot1,people-pilot1/candidates-v1/proofs/03-street-scene.png,657f0fe7b2dee1ad523b11af0bcb452f11d58aa2bcb6472d97defea3060e6db3,confirmed,,확인 그림,
retired,retired/buildings/historical-farm/layers/crop_growing-v1.png,3c77670208e21b38e9764a5d532de312222340ab571586017d6022b2c70c5f9b,retired,,기존 retired 폴더,
retired,retired/buildings/historical-farm/layers/crop_ripe-v1.png,c18aef1deec7e6ad6e19cf6f4422dc00a3c753d870a2c412384407a50ff2551c,retired,,기존 retired 폴더,
retired,retired/buildings/historical-farm/layers/crop_seedling-v1.png,d0e9af0b93b21c79c0888b77333c57fb95ff6ba7fbd00dc28d1818a721e86ce3,retired,,기존 retired 폴더,
retired,retired/buildings/historical-farm/layers/soil_loam-v1.png,a800dd703cb04df210e44e02545eb2f549b62680390b2076ffc6c4f79a14c928,retired,,기존 retired 폴더 · C2PA caBX 포함(받은 바이트 그대로),
retired,retired/buildings/historical-farm/wheat_farm_growing-v3.png,c57cefff4b1eb32921a4aa58592f3eeb1f0c05cfaa447852a0d4cb90da79d4cb,retired,,기존 retired 폴더,
retired,retired/buildings/historical-farm/wheat_farm_ripe-v4.png,0c954dd543045d5b3717a592aa9eeacd99a86d1b67d87ece40b8c1f5f27d14f2,retired,,기존 retired 폴더,
retired,retired/buildings/historical-farm/wheat_farm_seedling-v3.png,41147c575c7fb02da5941bb3cb7c3e35d58eee36a302eb3d98d9327499faf001,retired,,기존 retired 폴더,
retired,retired/buildings/historical-farm/wheat_farm_worked-v3.png,4a0b04162c44db697a376d7df48f491f7d08eb4349d341ec5bd0f9513ddb259f,retired,,기존 retired 폴더,
retired,retired/buildings/variants-wave2/farm_mixed_growing-v1.png,7b6e2bdb5c5f8a4c5a0800bf69ffa1b1e72c6ae357ffb8b6e272d39398825009,retired,,기존 retired 폴더,
retired,retired/buildings/variants-wave2/farm_mixed_ripe-v1.png,640255f8eedd2a1e6b780e63cdccc51daae17b3828957c06e69074c70ee24233,retired,,기존 retired 폴더,
retired,retired/buildings/variants-wave2/farm_mixed_seedling-v1.png,95d030a064126a1cb4881ffa702c990dc08ba6864432e0a75acdeaf47b694415,retired,,기존 retired 폴더,
retired,retired/buildings/variants-wave2/farm_mixed_worked-v1.png,fe50ba116567c4d00ded80d7cf2fd7b597f8f8fe0f5686ab52dd7170031273dd,retired,,기존 retired 폴더,
retired,retired/buildings/wheat_farm.png,bafb0ce1a93d9467f9f02b8efde14f9b9218ab3d806d2f4d1f2b311ebbb4c59e,retired,,기존 retired 폴더,
ui-p0,ui-p0/candidates-v1/proofs/01-hud-desktop-tablet.png,c954ac5fc7e61b77f18e3bb5b1e7936880ec74ae9f859e9fd9850b05cb69faf8,confirmed,,확인 그림,
ui-p0,ui-p0/candidates-v1/proofs/02-icons-24px.png,227960b7f994bad140901be24ee9f89a40b46aea6f20ff8d66d70d34a7618bfc,confirmed,,확인 그림,
ui-p0,ui-p0/candidates-v1/proofs/03-objective-advisor.png,2c889835d3556f9d99ddb1d0b35e84fa09106c703f1392ad4648f9ae748f9076,confirmed,,확인 그림,
ui-p0,ui-p0/candidates-v1/records/frames-review.png,9b466bcb5b61e3a2e14d8e2367e64f8863fb69d0bef41ab2c4ef3ffd0edb42a9,confirmed,,기록 그림,
ui-p0,ui-p0/candidates-v1/records/hud-desktop-1280x800.png,931bbe4e5cac48e01b12bd76da3ade54f9cad28c4556d0b6beda7e5b723ad95a,confirmed,,기록 그림,
ui-p0,ui-p0/candidates-v1/records/hud-tablet-1180x820.png,076fe816ffb0b8d6df7d952fdbf4b7d105edaa51bbb223a82d65c99406e52e58,confirmed,,기록 그림,
ui-p0,ui-p0/candidates-v1/records/icons-32px.png,9480a75cf5008e00c13650b18c4f2b267330a479edf79dc823751e394c374102,confirmed,,기록 그림,
ui-p0,ui-p0/candidates-v1/records/icons-48px.png,ba306ccf015133699ee87c123a98780f63ff0d10ed543e91d6b11442d6884d9f,confirmed,,기록 그림,
ui-p0,ui-p0/candidates-v1/records/icons-cursor-hotspots.png,3c5239ad2cc06d5302b54d9c0ea5cf064ba1ce37c06069600e0bd2ec8f686486,confirmed,,기록 그림,
ui-p0,ui-p0/candidates-v1/records/portraits-inspection.png,1b5e4be0057401de514e03b638324d1016b0ae5c4fb108c60ee8c7ebeaa3604e,confirmed,,기록 그림,
ui-p0,ui-p0/pilot-candidates-v1/proofs/01-hud-composite.png,52788d7a052a8e481a735f84bcd395bfd34e25f331bb0244b50abb2af3407173,superseded,,확인 그림 (UI 파일럿),
ui-p0,ui-p0/pilot-candidates-v1/proofs/02-icon-sizes.png,b530672d213dd53e323b137a6406097e0ba91ca5dad9e1db99f594faab88fd2e,superseded,,확인 그림 (UI 파일럿),
ui-p0,ui-p0/pilot-candidates-v1/proofs/03-nine-slice.png,20319d5431a22d6ef3da2cf326d5dda7261e884869b0993ec0c8a74c5cf82cee,superseded,,확인 그림 (UI 파일럿),
ui-p0,ui-p0/pilot-candidates-v1/records/icons-24px-review-bottom.png,2e11132209336763951527d30830cc2182c16f3a85207ab2f6822d9eaa446dfc,superseded,,기록 그림 (UI 파일럿),
ui-p0,ui-p0/pilot-candidates-v1/records/icons-24px-review-top.png,5c6417e01452c7f58b17215f49840f165fc56745e4c8fcd4c3d0299d719d635d,superseded,,기록 그림 (UI 파일럿),
ui-p0,ui-p0/pilot/button_icon_square_base.png,6ed81b149058b84ac4a5784112417ea35091b1e84895467e6cdb14f820fa6428,superseded,ui-p0/ui/button_icon_square_base.png,UI 파일럿(방향 확정) → P0로 대체 · C2PA caBX 포함(받은 바이트 그대로),
ui-p0,ui-p0/pilot/button_primary_base.png,a2e7ea4f612f6adaea8f94a7ad67f8926fc211e00fbd00e214dcfb03da09d038,superseded,ui-p0/ui/button_primary_base.png,UI 파일럿(방향 확정) → P0로 대체 · C2PA caBX 포함(받은 바이트 그대로),
ui-p0,ui-p0/pilot/cursor_sheet.png,71038bc1f0d4aa4a0c8f50c8fe5dc4972609a857d75c97cc1af640f5f7da16b4,superseded,ui-p0/ui/cursor_*.png(6장),P0에서 커서 6장으로 나뉨(대응 추정) · C2PA caBX 포함(받은 바이트 그대로),
ui-p0,ui-p0/pilot/frame_advisor.png,1e4d2de1a0b0b507158ca7c7b476b97ecd3010fe543edca8fd7d37d8fbfb819d,superseded,ui-p0/ui/frame_advisor_normal.png,UI 파일럿(방향 확정) → P0로 대체 · C2PA caBX 포함(받은 바이트 그대로),
ui-p0,ui-p0/pilot/frame_objective.png,eb97c235d946006a3f7dca85a424551badcc69d57b57188229413dc8da700189,superseded,ui-p0/ui/frame_objective_normal.png,UI 파일럿(방향 확정) → P0로 대체 · C2PA caBX 포함(받은 바이트 그대로),
ui-p0,ui-p0/pilot/frame_panel_dark.png,ba8728f9971117c6b7b50dcb6d07943f20565ce3689b1612724929bbe7a9cc67,superseded,ui-p0/ui/frame_panel_dark.png,UI 파일럿(방향 확정) → P0로 대체 · C2PA caBX 포함(받은 바이트 그대로),
ui-p0,ui-p0/pilot/frame_panel_light.png,c654547ce6575d7870ddf0767ca303842c29c052a4ffa64b48da09b1082a2eb9,superseded,ui-p0/ui/frame_panel_light.png,UI 파일럿(방향 확정) → P0로 대체 · C2PA caBX 포함(받은 바이트 그대로),
ui-p0,ui-p0/pilot/icon_build_category_sheet.png,df23b1037d27a53f8ca02f864500aa19ac27f0669566d7e926c629128c44698b,superseded,ui-p0/ui/icon_build_category_sheet.png,UI 파일럿(방향 확정) → P0로 대체 · C2PA caBX 포함(받은 바이트 그대로),
ui-p0,ui-p0/pilot/icon_layer_mode_sheet.png,5503b05cef9af4658cafb0afa7b1dee26ff07c138bf75126720d9eb03f0a1644,superseded,ui-p0/ui/icon_layer_mode_sheet.png,UI 파일럿(방향 확정) → P0로 대체 · C2PA caBX 포함(받은 바이트 그대로),
ui-p0,ui-p0/pilot/icon_resource_sheet.png,f2e0b5e226b3fca37103eb40adf6dedf63634dd8d9c2abb61fa8673d6b6e0ff0,superseded,ui-p0/ui/icon_resource_sheet.png,UI 파일럿(방향 확정) → P0로 대체 · C2PA caBX 포함(받은 바이트 그대로),
ui-p0,ui-p0/pilot/icon_status_sheet.png,363f36c4830ff172c031e97c7e2b5fbcce821dcd90ee0df3de14ed7f0556194e,superseded,ui-p0/ui/icon_prediction_sheet.png;ui-p0/ui/icon_alert_priority_sheet.png;ui-p0/ui/icon_lock_new_sheet.png,UI 파일럿 → P0 세 장으로 대체(판정 2026-09-26),
ui-p0,ui-p0/pilot/texture_vellum_light.png,4f6350143e857e17f25af484fdd5803875ffcc19c883e7c36edfa141d044c3aa,superseded,ui-p0/ui/texture_vellum_light.png,UI 파일럿(방향 확정) → P0로 대체 · C2PA caBX 포함(받은 바이트 그대로),
ui-p0,ui-p0/rework-v1/proofs/01-frames-blind.png,60b709d61c5461dc2c9268d6076c7fdd52549fdb479e0364f6be67c4d9fd0007,confirmed,,확인 그림,
ui-p0,ui-p0/rework-v1/proofs/02-portraits-shuffled.png,8ae7d28cf6d321365201c7af691dc5ca69e9406013b18d32fdb7119911fc902d,confirmed,,확인 그림,
ui-p0,ui-p0/rework-v1/proofs/03-changed-icons.png,11a0ca8cd3d9eadd24a3e928a3d248af77c51f363808b171e777f39a10aacb01,confirmed,,확인 그림,
ui-p0,ui-p0/superseded/advisor_steward_portrait_concern.png,bea33fada7ca6260a7300e5521bc6c59b5751b40e48d74600baf3f68a78db35d,superseded,ui-p0/ui/advisor_steward_portrait_concern.png,UX-2 inbox: 재작업으로 바뀐 P0 초판,
ui-p0,ui-p0/superseded/advisor_steward_portrait_success.png,cf9c9a25d72b71c7b37c9396fd3740081bb4d55a6be8c2835682cb6737786bf1,superseded,ui-p0/ui/advisor_steward_portrait_success.png,UX-2 inbox: 재작업으로 바뀐 P0 초판,
ui-p0,ui-p0/superseded/frame_advisor_normal.png,9cc6e08b9763fc70b83d45a92734b073641ef5bd03be7b19583b5b4e3c5c1258,superseded,ui-p0/ui/frame_advisor_normal.png,UX-2 inbox: 재작업으로 바뀐 P0 초판,
ui-p0,ui-p0/superseded/frame_advisor_warn.png,49a3d577bc2f4cc0321b3c277a6f24a5235f1d745d72eb1acb9515ec6c7a18bb,superseded,ui-p0/ui/frame_advisor_warn.png,UX-2 inbox: 재작업으로 바뀐 P0 초판,
ui-p0,ui-p0/superseded/frame_modal.png,c130f73d27b73e6974bdd3f4ec8bae31b8f7e00b20a4595b715c58d3cbec4261,superseded,ui-p0/ui/frame_modal.png,UX-2 inbox: 재작업으로 바뀐 P0 초판,
ui-p0,ui-p0/superseded/frame_objective_complete.png,5838cdeb462c96aa2d7cc5901d9cdb85520a4f4516dc730de5b9d7ac96e795e1,superseded,ui-p0/ui/frame_objective_complete.png,UX-2 inbox: 재작업으로 바뀐 P0 초판,
ui-p0,ui-p0/superseded/frame_objective_normal.png,c2ab636762cd5f3680970f3904c2aeff6afe0a18627837611a71cd37a6e62466,superseded,ui-p0/ui/frame_objective_normal.png,UX-2 inbox: 재작업으로 바뀐 P0 초판,
ui-p0,ui-p0/superseded/frame_objective_warn.png,688f0dd3882dfc6f4f27e3d7aeab1fd6e1ae9d62bace59b338fab949bb28b73b,superseded,ui-p0/ui/frame_objective_warn.png,UX-2 inbox: 재작업으로 바뀐 P0 초판,
ui-p0,ui-p0/superseded/frame_panel_light.png,4d621ebb07318848b0514524bca567490b0c37f6cc1ce9822af15db0d3e7ba17,superseded,ui-p0/ui/frame_panel_light.png,UX-2 inbox: 재작업으로 바뀐 P0 초판,
ui-p0,ui-p0/superseded/icon_cause_family_sheet.png,1ab10b5c682631ea46af77650625d7112226acbd35da30f6cc31a350df0eaec6,superseded,ui-p0/ui/icon_cause_family_sheet.png,UX-2 inbox: 재작업으로 바뀐 P0 초판,
ui-p0,ui-p0/superseded/icon_lock_new_sheet.png,df7cda4bfa527d32a992759e63d8fc6a9edb7f3b0cb47baffbc8073fe32fd883,superseded,ui-p0/ui/icon_lock_new_sheet.png,UX-2 inbox: 재작업으로 바뀐 P0 초판,
ui-p0,ui-p0/superseded/icon_objective_action_sheet.png,ebca291a3f1b90aafb400605f8d93c8d337b5b713cfe7bbb50e60d0205d00d69,superseded,ui-p0/ui/icon_objective_action_sheet.png,UX-2 inbox: 재작업으로 바뀐 P0 초판,
